voltage[V],time[ns]
0.1642957094,23.0033
0.1503201259,23.1462
0.1586261512,23.2890
0.1684606695,23.4319
0.1445198596,23.5748
0.1531443089,23.7177
0.1559853797,23.8606
0.1521607455,24.0034
0.1302771353,24.1463
0.1469808756,24.2892
0.1539587106,24.4321
0.1486640579,24.5749
0.1305467117,24.7178
0.1254987841,24.8607
0.1455575903,25.0036
0.1346512360,25.1464
0.1197169145,25.2893
0.1348283099,25.4322
0.1148966792,25.5751
0.1320354420,25.7180
0.1236449824,25.8608
0.1007827910,26.0037
0.1263669092,26.1466
0.1150881220,26.2895
0.1290497464,26.4323
0.1025443878,26.5752
0.1096882200,26.7181
0.1112236165,26.8610
0.1148227585,27.0039
0.1256577813,27.1467
0.1242544455,27.2896
0.1006558812,27.4325
0.1062424039,27.5754
0.0920549335,27.7182
0.0976201932,27.8611
0.1006408227,28.0040
0.1096561619,28.1469
0.0863779471,28.2898
0.0917082350,28.4326
0.0907126690,28.5755
0.0967505876,28.7184
0.0926492907,28.8613
0.0935527574,29.0041
0.0855803200,29.1470
0.0801932454,29.2899
0.0840709163,29.4328
0.0945242227,29.5757
0.0896239833,29.7185
0.0844979187,29.8614
0.0472637989,30.0043
0.0766493038,30.1472
0.0604022305,30.2900
0.0757647138,30.4329
0.0674328952,30.5758
0.0688800534,30.7187
0.0490787561,30.8616
0.0627019961,31.0044
0.0824838432,31.1473
0.0516601226,31.2902
0.0508135057,31.4331
0.0427480281,31.5759
0.0473830825,31.7188
0.0621502957,31.8617
0.0656558508,32.0046
0.0474571111,32.1474
0.0311026407,32.2903
0.0535663307,32.4332
0.0463606961,32.5761
0.0469095922,32.7190
0.0261270030,32.8618
0.0323051361,33.0047
0.0160937189,33.1476
0.0322961245,33.2905
0.0332594335,33.4333
0.0363151607,33.5762
0.0240991918,33.7191
0.0247041199,33.8620
0.0169430773,34.0049
0.0265363037,34.1477
0.0261644782,34.2906
0.0169338837,34.4335
0.0010751931,34.5764
0.0080477513,34.7192
0.0115054074,34.8621
-0.0012951778,35.0050
0.0075475313,35.1479
0.0143665798,35.2908
0.0105060590,35.4336
0.0036361165,35.5765
0.0058949506,35.7194
0.0008263985,35.8623
0.0044286952,36.0051
0.0077149630,36.1480
-0.0069394827,36.2909
-0.0071068326,36.4338
0.0100534067,36.5767
-0.0043695037,36.7195
-0.0183659464,36.8624
-0.0085456560,37.0053
-0.0262915490,37.1482
0.0052493628,37.2910
-0.0122320506,37.4339
-0.0227686118,37.5768
-0.0321740148,37.7197
-0.0344006298,37.8626
-0.0147777031,38.0054
-0.0395610818,38.1483
-0.0207640013,38.2912
-0.0463594174,38.4341
-0.0100733006,38.5769
-0.0294021432,38.7198
-0.0323005861,38.8627
-0.0502811617,39.0056
-0.0443365140,39.1484
-0.0448166556,39.2913
-0.0480742418,39.4342
-0.0655622371,39.5771
-0.0509958072,39.7200
-0.0472489629,39.8628
-0.0399353285,40.0057
-0.0494425832,40.1486
-0.0723382811,40.2915
-0.0509033940,40.4343
-0.0673959837,40.5772
-0.0536166072,40.7201
-0.0543367838,40.8630
-0.0636519999,41.0059
-0.0824311465,41.1487
-0.0918726122,41.2916
-0.0751178056,41.4345
-0.0528011743,41.5774
-0.0705906264,41.7202
-0.0685008579,41.8631
-0.0767178130,42.0060
-0.0829743046,42.1489
-0.0873872858,42.2918
-0.0861468266,42.4346
-0.0837996532,42.5775
-0.0813373050,42.7204
-0.0895443673,42.8633
-0.0952644281,43.0061
-0.1141815666,43.1490
-0.1118387831,43.2919
-0.1177114309,43.4348
-0.0916208365,43.5777
-0.1058897178,43.7205
-0.1093002832,43.8634
-0.0942459025,44.0063
-0.1157769328,44.1492
-0.0873235657,44.2920
-0.1052744379,44.4349
-0.1183180218,44.5778
-0.1235200123,44.7207
-0.1196841710,44.8636
-0.1095828886,45.0064
-0.1172403882,45.1493
-0.1316616087,45.2922
-0.0980919608,45.4351
-0.1371805835,45.5779
-0.1280748483,45.7208
-0.1143689383,45.8637
-0.1168320479,46.0066
-0.1295851828,46.1494
-0.1308854366,46.2923
-0.1282487253,46.4352
-0.1293983175,46.5781
-0.1478558360,46.7210
-0.1474082990,46.8638
-0.1378659524,47.0067
-0.1284005605,47.1496
-0.1475721520,47.2925
-0.1587506006,47.4353
-0.1275439843,47.5782
-0.1559386904,47.7211
-0.1335058366,47.8640
-0.1587473631,48.0069
-0.1448302206,48.1497
-0.1577073799,48.2926
-0.1646677784,48.4355
-0.1568147995,48.5784
-0.1680606638,48.7212
-0.1622699108,48.8641
-0.1443206550,49.0070
-0.1781383510,49.1499
-0.1568622886,49.2928
-0.1809952794,49.4356
-0.1824075464,49.5785
-0.1911299266,49.7214
-0.1611608110,49.8643
-0.1772371234,50.0071
-0.1757196200,50.1500
-0.1718680537,50.2929
-0.1798217561,50.4358
-0.1835263296,50.5787
-0.1655267862,50.7215
-0.1708997299,50.8644
-0.1821739187,51.0073
-0.1905704459,51.1502
-0.1780597127,51.2930
-0.1797000638,51.4359
-0.1886238292,51.5788
-0.2092632499,51.7217
-0.2075249056,51.8646
-0.1986778972,52.0074
-0.1985303611,52.1503
-0.2135969585,52.2932
-0.1991088378,52.4361
-0.1915907898,52.5789
-0.2044881441,52.7218
-0.1945684078,52.8647
-0.2078065616,53.0076
-0.2181895607,53.1505
-0.2232677130,53.2933
-0.2146002864,53.4362
-0.2286667962,53.5791
-0.2276163555,53.7220
-0.2195840145,53.8648
-0.2268668757,54.0077
-0.2268189214,54.1506
-0.2372486883,54.2935
-0.2250067049,54.4363
-0.2289670595,54.5792
-0.2349637439,54.7221
-0.2255281646,54.8650
-0.2137785089,55.0079
-0.2237475936,55.1507
-0.2275837512,55.2936
-0.2387235722,55.4365
-0.2338612142,55.5794
-0.2298229306,55.7222
-0.2364133729,55.8651
-0.2370491201,56.0080
-0.2202929372,56.1509
-0.2370308148,56.2938
-0.2389613944,56.4366
-0.2537346286,56.5795
-0.2341843513,56.7224
-0.2372015182,56.8653
-0.2441957437,57.0081
-0.2338934054,57.1510
-0.2500995717,57.2939
-0.2502958802,57.4368
-0.2552329577,57.5797
-0.2476222477,57.7225
-0.2517836198,57.8654
-0.2631252275,58.0083
-0.2672826903,58.1512
-0.2479645078,58.2940
-0.2559357437,58.4369
-0.2764660882,58.5798
-0.2598261876,58.7227
-0.2547900591,58.8656
-0.2805329890,59.0084
-0.2760334317,59.1513
-0.2563756898,59.2942
-0.2688404387,59.4371
-0.2708207861,59.5799
-0.2752553621,59.7228
-0.2771062346,59.8657
-0.2893544901,60.0086
-0.2755670834,60.1515
-0.2906741721,60.2943
-0.2886430145,60.4372
-0.2842164264,60.5801
-0.2654412265,60.7230
-0.2958132371,60.8658
-0.2916876494,61.0087
-0.2889733835,61.1516
-0.2849057575,61.2945
-0.2807283052,61.4373
-0.2985355069,61.5802
-0.2934632527,61.7231
-0.2974227891,61.8660
-0.2998441026,62.0089
-0.3121513587,62.1517
-0.2903652541,62.2946
-0.2907687609,62.4375
-0.2934736113,62.5804
-0.2989058118,62.7232
-0.2909152601,62.8661
-0.2997443229,63.0090
-0.3206242769,63.1519
-0.3066721833,63.2948
-0.3045725948,63.4376
-0.3137495407,63.5805
-0.3147745889,63.7234
-0.3095078556,63.8663
-0.3005825824,64.0091
-0.3010317213,64.1520
-0.3252208581,64.2949
-0.3223293651,64.4378
-0.3111170522,64.5807
-0.3099836015,64.7235
-0.3162161804,64.8664
-0.3293424798,65.0093
-0.3058362043,65.1522
-0.2999238495,65.2950
-0.3176032919,65.4379
-0.3444949785,65.5808
-0.3460556749,65.7237
-0.3233939367,65.8666
-0.3348847606,66.0094
-0.3460397005,66.1523
-0.3269086426,66.2952
-0.3327538683,66.4381
-0.3206324731,66.5809
-0.3336968393,66.7238
-0.3293791493,66.8667
-0.3404001213,67.0096
-0.3479575472,67.1525
-0.3343540749,67.2953
-0.3466614009,67.4382
-0.3461150792,67.5811
-0.3405587912,67.7240
-0.3467599591,67.8668
-0.3377947632,68.0097
-0.3361680122,68.1526
-0.3485468291,68.2955
-0.3249210580,68.4383
-0.3489267713,68.5812
-0.3368528750,68.7241
-0.3661373449,68.8670
-0.3359403621,69.0099
-0.3429279498,69.1527
-0.3266401154,69.2956
-0.3439020261,69.4385
-0.3527541992,69.5814
-0.3517840979,69.7242
-0.3462440640,69.8671
-0.3561942167,70.0100
-0.3567540379,70.1529
-0.3466310266,70.2958
-0.3594883662,70.4386
-0.3621234341,70.5815
-0.3572081851,70.7244
-0.3499566982,70.8673
-0.3777106894,71.0101
-0.3466503924,71.1530
-0.3354285427,71.2959
-0.3529821622,71.4388
-0.3692128205,71.5817
-0.3600433527,71.7245
-0.3673991597,71.8674
-0.3680179817,72.0103
-0.3659419387,72.1532
-0.3778123158,72.2960
-0.3755137292,72.4389
-0.3519416862,72.5818
-0.3797083000,72.7247
-0.3840006443,72.8676
-0.3780245727,73.0104
-0.3697219838,73.1533
-0.3658089596,73.2962
-0.3613896162,73.4391
-0.3764877960,73.5819
-0.3743303188,73.7248
-0.3583489071,73.8677
-0.3835165528,74.0106
-0.3710629497,74.1535
-0.3622852908,74.2963
-0.3793073723,74.4392
-0.3926405700,74.5821
-0.3698782062,74.7250
-0.3820714799,74.8678
-0.3635994940,75.0107
-0.3723244230,75.1536
-0.3751804546,75.2965
-0.3864015318,75.4393
-0.3854229145,75.5822
-0.3769055295,75.7251
-0.3890485901,75.8680
-0.3826912315,76.0109
-0.3955223985,76.1537
-0.3867648964,76.2966
-0.3945848083,76.4395
-0.3711619927,76.5824
-0.3843607543,76.7252
-0.3825116362,76.8681
-0.3830312705,77.0110
-0.3835834187,77.1539
-0.3892097519,77.2968
-0.3826204005,77.4396
-0.3873660315,77.5825
-0.3934624636,77.7254
-0.3888997509,77.8683
-0.3762945578,78.0111
-0.3782854943,78.1540
-0.3839154369,78.2969
-0.3766308216,78.4398
-0.3749458587,78.5827
-0.3836314894,78.7255
-0.3986675092,78.8684
-0.3807080747,79.0113
-0.3846279218,79.1542
-0.3875313449,79.2970
-0.3813716548,79.4399
-0.3896305009,79.5828
-0.3991549423,79.7257
-0.4016749643,79.8686
-0.3969385119,80.0114
-0.4073348538,80.1543
-0.4017188646,80.2972
-0.4021543149,80.4401
-0.3985673939,80.5829
-0.3957593047,80.7258
-0.3941985570,80.8687
-0.4122751629,81.0116
-0.3847053901,81.1545
-0.4111269098,81.2973
-0.4028889643,81.4402
-0.3938245779,81.5831
-0.3928603971,81.7260
-0.3986038999,81.8688
-0.3974396084,82.0117
-0.4028647955,82.1546
-0.3982508930,82.2975
-0.3878632124,82.4403
-0.4061861636,82.5832
-0.4190652196,82.7261
-0.4057472847,82.8690
-0.4074323911,83.0119
-0.3906593138,83.1547
-0.4071793011,83.2976
-0.3944749132,83.4405
-0.4045049088,83.5834
-0.4108568110,83.7262
-0.3988706023,83.8691
-0.3983362413,84.0120
-0.3915321320,84.1549
-0.4168923509,84.2978
-0.3900709563,84.4406
-0.3906711964,84.5835
-0.3994324432,84.7264
-0.3947016653,84.8693
-0.3947280543,85.0121
-0.3788742320,85.1550
-0.3774006012,85.2979
-0.3996291025,85.4408
-0.4006886858,85.5837
-0.4015473225,85.7265
-0.4039497826,85.8694
-0.3800685666,86.0123
-0.4074916258,86.1552
-0.4067141310,86.2980
-0.4027881587,86.4409
-0.4039274769,86.5838
-0.4054725099,86.7267
-0.3949441605,86.8696
-0.3800363340,87.0124
-0.3804980710,87.1553
-0.4095587896,87.2982
-0.3932320586,87.4411
-0.3809646600,87.5839
-0.3694376589,87.7268
-0.4015337894,87.8697
-0.3801928365,88.0126
-0.4056529012,88.1555
-0.4042956292,88.2983
-0.3954883853,88.4412
-0.4035863503,88.5841
-0.3865287933,88.7270
-0.3971861777,88.8698
-0.3929253167,89.0127
-0.3819710125,89.1556
-0.3947807868,89.2985
-0.3950589136,89.4413
-0.4077325765,89.5842
-0.3879530117,89.7271
-0.3961788474,89.8700
-0.3881838811,90.0129
-0.4009035964,90.1557
-0.4011299696,90.2986
-0.4013993958,90.4415
-0.4047275771,90.5844
-0.3956756487,90.7272
-0.3975794838,90.8701
-0.3954990759,91.0130
-0.3950421981,91.1559
-0.3974302557,91.2988
-0.4096358089,91.4416
-0.3965897870,91.5845
-0.3915542685,91.7274
-0.4046171159,91.8703
-0.3824954589,92.0131
-0.3830555230,92.1560
-0.3787867834,92.2989
-0.3981809346,92.4418
-0.3709157251,92.5847
-0.4097522280,92.7275
-0.3854259392,92.8704
-0.3908376919,93.0133
-0.3988958553,93.1562
-0.3922652832,93.2990
-0.3820107620,93.4419
-0.3871832196,93.5848
-0.3925355328,93.7277
-0.3953557374,93.8706
-0.3788466244,94.0134
-0.3721414664,94.1563
-0.3792633295,94.2992
-0.3627285680,94.4421
-0.3788336721,94.5849
-0.3883037857,94.7278
-0.3956934822,94.8707
-0.3927765031,95.0136
-0.3755200761,95.1565
-0.3776514869,95.2993
-0.3816409856,95.4422
-0.3844316104,95.5851
-0.3730334054,95.7280
-0.3737370353,95.8708
-0.3857817015,96.0137
-0.3933786959,96.1566
-0.3755847485,96.2995
-0.3862071768,96.4423
-0.3756823889,96.5852
-0.3652560987,96.7281
-0.3714924594,96.8710
-0.3660548915,97.0139
-0.3598623051,97.1567
-0.3776867401,97.2996
-0.3654712152,97.4425
-0.3681465264,97.5854
-0.3601669310,97.7282
-0.3615163492,97.8711
-0.3904551808,98.0140
-0.3690314374,98.1569
-0.3691428211,98.2998
-0.3729081787,98.4426
-0.3616658959,98.5855
-0.3422575284,98.7284
-0.3637666362,98.8713
-0.3648322435,99.0141
-0.3456228298,99.1570
-0.3593480370,99.2999
-0.3533957570,99.4428
-0.3579593007,99.5857
-0.3585135834,99.7285
-0.3574684165,99.8714
-0.3715489797,100.0143
-0.3558478007,100.1572
-0.3489165169,100.3000
-0.3481032947,100.4429
-0.3515858120,100.5858
-0.3435584996,100.7287
-0.3541850917,100.8716
-0.3428934420,101.0144
-0.3577090914,101.1573
-0.3597284469,101.3002
-0.3642183249,101.4431
-0.3485048190,101.5859
-0.3373344657,101.7288
-0.3376859310,101.8717
-0.3745100088,102.0146
-0.3393842000,102.1575
-0.3419709712,102.3003
-0.3300849138,102.4432
-0.3469012446,102.5861
-0.3408666469,102.7290
-0.3190842094,102.8718
-0.3452500429,103.0147
-0.3400534165,103.1576
-0.3239743290,103.3005
-0.3457780493,103.4433
-0.3360494290,103.5862
-0.3431011954,103.7291
-0.3278199745,103.8720
-0.3326346487,104.0149
-0.3108028204,104.1577
-0.3428259147,104.3006
-0.3095576222,104.4435
-0.3320780983,104.5864
-0.3199452264,104.7292
-0.3359280306,104.8721
-0.3176072612,105.0150
-0.3159624916,105.1579
-0.3159982391,105.3008
-0.3189181300,105.4436
-0.3225618091,105.5865
-0.3312650226,105.7294
-0.3188144877,105.8723
-0.3122851993,106.0151
-0.3336175898,106.1580
-0.2984874283,106.3009
-0.3077059540,106.4438
-0.3125602206,106.5867
-0.3058289425,106.7295
-0.3156872478,106.8724
-0.3183074664,107.0153
-0.3025987205,107.1582
-0.3242745725,107.3010
-0.2964118768,107.4439
-0.2945973092,107.5868
-0.2957992477,107.7297
-0.3104688258,107.8726
-0.2998002315,108.0154
-0.2853962294,108.1583
-0.2871390105,108.3012
-0.2944818136,108.4441
-0.2937578608,108.5869
-0.3131475089,108.7298
-0.2896106537,108.8727
-0.2979645055,109.0156
-0.2749419522,109.1585
-0.2782933488,109.3013
-0.2813597493,109.4442
-0.2859551465,109.5871
-0.2825925214,109.7300
-0.2884927029,109.8728
-0.2775397999,110.0157
-0.2907721891,110.1586
-0.2753318705,110.3015
-0.2999312074,110.4443
-0.2834849403,110.5872
-0.2809954017,110.7301
-0.2722775714,110.8730
-0.2879557423,111.0159
-0.2758322133,111.1587
-0.2573421325,111.3016
-0.2634283490,111.4445
-0.2532503389,111.5874
-0.2731063423,111.7302
-0.2704243592,111.8731
-0.2841873363,112.0160
-0.2595383431,112.1589
-0.2520434597,112.3018
-0.2490521096,112.4446
-0.2611550823,112.5875
-0.2470832272,112.7304
-0.2526952047,112.8733
-0.2460567673,113.0161
-0.2576114162,113.1590
-0.2477000654,113.3019
-0.2445591179,113.4448
-0.2574300087,113.5877
-0.2366694878,113.7305
-0.2614782171,113.8734
-0.2551068355,114.0163
-0.2451730210,114.1592
-0.2444037097,114.3020
-0.2378174510,114.4449
-0.2190183370,114.5878
-0.2200580961,114.7307
-0.2297228609,114.8736
-0.2466962895,115.0164
-0.2390304431,115.1593
-0.2394919742,115.3022
-0.2340766401,115.4451
-0.2329251142,115.5879
-0.2221823376,115.7308
-0.2218875857,115.8737
-0.2317406372,116.0166
-0.2174906289,116.1595
-0.2162828923,116.3023
-0.2211961000,116.4452
-0.2097761803,116.5881
-0.1967129255,116.7310
-0.2122661703,116.8738
-0.2221698430,117.0167
-0.2120159881,117.1596
-0.2083547349,117.3025
-0.2248818023,117.4453
-0.1987111981,117.5882
-0.1997400999,117.7311
-0.2151349336,117.8740
-0.1992742868,118.0169
-0.1964217621,118.1597
-0.2011075513,118.3026
-0.1993170627,118.4455
-0.1974796932,118.5884
-0.2027803507,118.7312
-0.1952893656,118.8741
-0.1867587628,119.0170
-0.1982783633,119.1599
-0.1842659099,119.3028
-0.1859164720,119.4456
-0.1830211617,119.5885
-0.1784843748,119.7314
-0.1769285881,119.8743
-0.1853428297,120.0171
-0.1865004034,120.1600
-0.1740596211,120.3029
-0.1820567995,120.4458
-0.1698327795,120.5887
-0.1774419156,120.7315
-0.1667212693,120.8744
-0.1600642084,121.0173
-0.1515599305,121.1602
-0.1639520901,121.3030
-0.1607072001,121.4459
-0.1623550973,121.5888
-0.1643506561,121.7317
-0.1553544317,121.8746
-0.1384369123,122.0174
-0.1504509940,122.1603
-0.1697541485,122.3032
-0.1526437169,122.4461
-0.1526735113,122.5889
-0.1355403666,122.7318
-0.1522453959,122.8747
-0.1534802226,123.0176
-0.1384365455,123.1605
-0.1482480493,123.3033
-0.1460562610,123.4462
-0.1318625564,123.5891
-0.1427472846,123.7320
-0.1276179182,123.8748
-0.1327035568,124.0177
-0.1520745717,124.1606
-0.1193504153,124.3035
-0.1308138043,124.4463
-0.1267789369,124.5892
-0.1317526605,124.7321
-0.1319162126,124.8750
-0.1133553614,125.0179
-0.1336102595,125.1607
-0.1078327601,125.3036
-0.1225388350,125.4465
-0.1220712293,125.5894
-0.0930692547,125.7322
-0.1171964817,125.8751
-0.0941982935,126.0180
-0.0991792577,126.1609
-0.0917508480,126.3038
-0.1058454273,126.4466
-0.1013268749,126.5895
-0.1039638509,126.7324
-0.0963099623,126.8753
-0.0946752726,127.0181
-0.0832312175,127.1610
-0.1057512580,127.3039
-0.0828498782,127.4468
-0.0842096611,127.5897
-0.0751950380,127.7325
-0.0808200887,127.8754
-0.0746344340,128.0183
-0.0655417645,128.1612
-0.0803482217,128.3040
-0.0805128324,128.4469
-0.0640274527,128.5898
-0.0901463866,128.7327
-0.0681295358,128.8756
-0.0897267041,129.0184
-0.0607469586,129.1613
-0.0793167379,129.3042
-0.0576727366,129.4471
-0.0578214676,129.5899
-0.0577495761,129.7328
-0.0778440807,129.8757
-0.0421306098,130.0186
-0.0698638043,130.1615
-0.0439955965,130.3043
-0.0463780337,130.4472
-0.0477408778,130.5901
-0.0522137061,130.7330
-0.0485474779,130.8758
-0.0454003586,131.0187
-0.0639880760,131.1616
-0.0364771900,131.3045
-0.0612032495,131.4473
-0.0470650159,131.5902
-0.0297687872,131.7331
-0.0231615734,131.8760
-0.0324700767,132.0189
-0.0337905920,132.1617
-0.0235849890,132.3046
-0.0151787756,132.4475
-0.0322662925,132.5904
-0.0168250138,132.7332
-0.0186715330,132.8761
-0.0205838477,133.0190
-0.0178723613,133.1619
-0.0065124558,133.3048
-0.0155625493,133.4476
0.0008908101,133.5905
-0.0207293094,133.7334
0.0015514928,133.8763
-0.0119334225,134.0191
-0.0018185983,134.1620
0.0016080889,134.3049
0.0134349193,134.4478
0.0045150173,134.5907
0.0133131399,134.7335
0.0051220677,134.8764
0.0074584025,135.0193
0.0129319737,135.1622
-0.0002806552,135.3050
0.0020589700,135.4479
0.0012107309,135.5908
0.0107178796,135.7337
0.0341134116,135.8766
0.0098565340,136.0194
0.0213791394,136.1623
0.0246492002,136.3052
0.0146907274,136.4481
0.0290142859,136.5909
0.0220704415,136.7338
0.0223403883,136.8767
0.0467062060,137.0196
0.0341944169,137.1625
0.0432881542,137.3053
0.0490340327,137.4482
0.0223316782,137.5911
0.0381004467,137.7340
0.0548890280,137.8768
0.0478599862,138.0197
0.0369504532,138.1626
0.0634968774,138.3055
0.0540339443,138.4483
0.0593736406,138.5912
0.0432996041,138.7341
0.0652652581,138.8770
0.0562162642,139.0199
0.0669376940,139.1627
0.0656743338,139.3056
0.0561498843,139.4485
0.0558342374,139.5914
0.0644873549,139.7342
0.0535746171,139.8771
0.0797273780,140.0200
0.0708943101,140.1629
0.0769992293,140.3058
0.0683782077,140.4486
0.0832444921,140.5915
0.0717260488,140.7344
0.0734489487,140.8773
0.0614343712,141.0201
0.0801400516,141.1630
0.1020541990,141.3059
0.0999272961,141.4488
0.0993527297,141.5917
0.0896822251,141.7345
0.0909680037,141.8774
0.0900435158,142.0203
0.0957397262,142.1632
0.0924939524,142.3060
0.1001120100,142.4489
0.1172963245,142.5918
0.0901182826,142.7347
0.1159249191,142.8776
0.1303684474,143.0204
0.1025812976,143.1633
0.0979910055,143.3062
0.1141189892,143.4491
0.0998376956,143.5919
0.1140098126,143.7348
0.1172824626,143.8777
0.1222239033,144.0206
0.1266406108,144.1635
0.1120299516,144.3063
0.1364578040,144.4492
0.1275565636,144.5921
0.1352055434,144.7350
0.1223466045,144.8778
0.1427360048,145.0207
0.1261657412,145.1636
0.1389586224,145.3065
0.1280259993,145.4493
0.1153267669,145.5922
0.1140538991,145.7351
0.1460217585,145.8780
0.1403500468,146.0209
0.1221383749,146.1637
0.1466101936,146.3066
0.1574178679,146.4495
0.1489388529,146.5924
0.1559898407,146.7352
0.1531231275,146.8781
0.1680033738,147.0210
0.1636111258,147.1639
0.1554520669,147.3068
0.1632662569,147.4496
0.1524868193,147.5925
0.1638541836,147.7354
0.1613932649,147.8783
0.1553122628,148.0211
0.1728648938,148.1640
0.1685784182,148.3069
0.1657690986,148.4498
0.1762340724,148.5927
0.1764153008,148.7355
0.1627614932,148.8784
0.1707554110,149.0213
0.1880779929,149.1642
0.1756422395,149.3070
0.1812045252,149.4499
0.1696756692,149.5928
0.1764201668,149.7357
0.1836610355,149.8786
0.1811146317,150.0214
0.1837174062,150.1643
0.1771846575,150.3072
0.1766014879,150.4501
0.1864277154,150.5929
0.1895776390,150.7358
0.1921101094,150.8787
0.2004775969,151.0216
0.1853023615,151.1645
0.1971762380,151.3073
0.2129471632,151.4502
0.2237304061,151.5931
0.2329068110,151.7360
0.2017150413,151.8788
0.2064629415,152.0217
0.2060119355,152.1646
0.2086617678,152.3075
0.1950977169,152.4504
0.2291815751,152.5932
0.2014748088,152.7361
0.2236725151,152.8790
0.2133413360,153.0219
0.1999193171,153.1647
0.2257092773,153.3076
0.2333807395,153.4505
0.2297960736,153.5934
0.2271513498,153.7362
0.2424525783,153.8791
0.2286308649,154.0220
0.2381041751,154.1649
0.2373093371,154.3078
0.2453393642,154.4506
0.2271228707,154.5935
0.2311374568,154.7364
0.2351012104,154.8793
0.2637317059,155.0221
0.2560673136,155.1650
0.2486837097,155.3079
0.2558212584,155.4508
0.2364175467,155.5937
0.2467531439,155.7365
0.2432621362,155.8794
0.2548742456,156.0223
0.2448469031,156.1652
0.2494873362,156.3080
0.2613476407,156.4509
0.2733886145,156.5938
0.2612863810,156.7367
0.2411221927,156.8796
0.2569581949,157.0224
0.2523034607,157.1653
0.2675664661,157.3082
0.2498013437,157.4511
0.2541439770,157.5939
0.2914992107,157.7368
0.2832877166,157.8797
0.2827256258,158.0226
